ID,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision
729,West End Specialised Psychiatric Hospital,24.72386,-28.7376,Specialised Hospital,Northern Cape,Frances Baard District Municipality,Sol Plaatje Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,178,,,,,,,,,,,ZA-NC
730,West End Spec TB Hospital,24.77374,-28.8067,Specialised Hospital,Northern Cape,Frances Baard District Municipality,Sol Plaatje Local Municipality,,TB and related services,,,,,,,,,,,,,ZA-NC
731,NHN Lenmed Kathu Hospital,23.054137,-27.6945,Private Hospital,Northern Cape,John Taolo Gaetsewe District Municipality,Gamagara Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,25,,8,,,,1,,,,https://www.lenmed.co.za/hospital/kathu-private-hospital-lenmed/,ZA-NC
732,Tshwaragano Hospital,23.34494,-27.3067,District Hospital,Northern Cape,John Taolo Gaetsewe District Municipality,Ga-Segonyana Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,214,,40,40,,5,1,,,,,ZA-NC
733,Aggeneys (Black Mountain) Private Hospital,18.842602,-29.2413,Private Hospital,Northern Cape,Namakwa District Municipality,Khâi-Ma Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NC
734,Kleinzee Private Hospital,17.065201,-29.67675,Private Hospital,Northern Cape,Namakwa District Municipality,Nama Khoi Local Municipality,,Relevant Private Facility services – visit their website for more details,,34,,10,,,,1,,,,,ZA-NC
735,Prieska Hospital,22.73732,-29.6681,District Hospital,Northern Cape,Pixley ka Seme District Municipality,Siyathemba Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,30,,2,2,,2,1,,,,,ZA-NC
736,OraniaMed 24,24.409733,-29.812101,Private Hospital,Northern Cape,Pixley ka Seme District Municipality,Thembelihle Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NC
737,Manne Dipico Hospital,25.08956,-30.73,District Hospital,Northern Cape,Pixley ka Seme District Municipality,Umsobomvu Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,32,,0,0,,0,0,,,,,ZA-NC
738,Harry Surtie Hospital,21.26603,-28.446,Regional Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Dawid Kruiper Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,186,,45,46,,3,2,,,,,ZA-NC
739,Mediclinic Upington Hospital,21.266934,-28.4399,Private Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Dawid Kruiper Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,50,,17,,,,2,,,,https://www.mediclinic.co.za/en/upington/home.html,ZA-NC
740,Upington TB Hospital,21.26603,-28.446,Specialised Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Dawid Kruiper Local Municipality,,TB and related services,,186,,,,,,,,,,,ZA-NC
741,Kakamas Hospital,20.62249,-28.7805,District Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Kai !Garib Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,30,,4,4,,2,0,,,,,ZA-NC
742,Keimoes Hospital,20.954576,-28.706323,District Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Kai !Garib Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,30,,2,2,,0,0,,,,,ZA-NC
743,Lime Acres Hospital,23.57222,-28.3694,Private Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Kgatelopele Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NC
744,Postmasburg Hospital,23.06008,-28.3276,District Hospital,Northern Cape,Zwelentlanga Fatman Mgcawu District Municipality,Tsantsabane Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,42,,20,20,,0,0,,,,,ZA-NC
745,Mediclinic Brits Hospital,27.782926,-25.6328,Private Hospital,North West,Bojanala Platinum District Municipality,Madibeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,80,,21,,,,3,,,,https://www.mediclinic.co.za/en/brits/home.html,ZA-NW
746,Andrew Saffey Mine Hospital,27.23578,-25.6639,Military Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,56,,23,,,,0,,,,,ZA-NW
747,Impala Mine Hospital,27.20101,-25.5335,Military Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-NW
748,Job Shimankana Tabane Hospital,27.244388,-25.6774,Tertiary Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,"Accident and emergency services including family medicine, Obstetrics and Gynaecology, reproductive health and Choice on Termination of Pregnancy (CTOP) services, Paediatrics, Neonatology, Internal Medicine, HIV and AIDS wellness clinic, General Surgery, Orthopaedic, Mental Health, Anaesthesia, adult ICU, Neonatal ICU, Radiology serviced including CT scan, Ophthalmology, Renal Services and Complex Orthopaedic like Joint replacements.Allied health services provided are speech therapy and audiology, occupational therapy, physiotherapy, radiography, social worker services, psychology services, dietetics services and pharmaceutical services.",,390,,35,40,,12,5,,,,,ZA-NW
749,Life La Femme Clinic Hospital,27.238413,-25.6721,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,40,,14,,,,2,,,,https://www.lifehealthcare.co.za/hospitals/north-west/rustenburg/life-la-femme-clinic/,ZA-NW
750,Life Peglerae Hospital,27.242302,-25.6737,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,159,,103,,,,6,,,,https://www.lifehealthcare.co.za/hospitals/north-west/rustenburg/life-peglerae-hospital/,ZA-NW
751,Netcare Ferncrest Hospital,27.214149,-25.6478,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,163,,60,,,,5,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Ferncrest-Hospital,ZA-NW
752,NHN Medicare Rustenburg Hospital,27.226595,-25.6852,Private Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://www.rustenburgmedicare.co.za/contact.html,ZA-NW
753,Rustenburg Platinum Mine Hospital,27.242922,-25.671632,Military Hospital,North West,Bojanala Platinum District Municipality,Rustenburg Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-NW
754,Duff Scott Memorial Hospital,26.80489,-26.8622,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NW
755,Klerksdorp-Tshepong Hospital,26.662715,-26.8789,Tertiary Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Services for this public hospital still need to be clerified,,803,,169,169,,2,13,,,,https://www.klerksdorptsheponghospital.org/about-us/,ZA-NW
756,Life Anncron Clinic Hospital,26.668083,-26.8411,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,150,,56,,,,6,,,,https://www.lifehealthcare.co.za/hospitals/north-west/klerksdorp/life-anncron-hospital/,ZA-NW
757,NHN Parkmed Neuro Hospital,26.660808,-26.8726,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://parkmed.co.za/,ZA-NW
758,NHN Sunningdale Hospital,26.669377,-26.8468,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,62,,18,,,,2,,,,,ZA-NW
759,NHN Wilmed Park Hospital,26.678519,-26.8309,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,144,,72,,,,6,,,,https://www.wilmedpark.co.za/,ZA-NW
760,West Vaal Hospital,26.67205,-26.9623,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,City of Matlosana Local Municipality,,Relevant Private Facility services – visit their website for more details,,275,,94,,,,3,,,,,ZA-NW
761,Mediclinic Potchefstroom Hospital,27.08141,-26.689,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,JB Marks Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,127,,41,,,,4,,,,https://www.mediclinic.co.za/en/potchefstroom/home.html,ZA-NW
762,NHN Medi-Care Potch Hospital,27.083957,-26.7273,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,JB Marks Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-NW
763,NHN Vryburg Private Hospital,24.721533,-26.9468,Private Hospital,North West,Dr Ruth Segomotsi Mompati District Municipality,Naledi Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,44,,8,,,,2,,,,,ZA-NW
764,Clinix Victoria Private Hospital,25.64145,-25.86,Private Hospital,North West,Ngaka Modiri Molema District Municipality,Mahikeng Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,93,,45,,,,3,,,,https://www.clinix.co.za/victoria-itokolle,ZA-NW
765,Brewelskloof TB Hospital,19.45694,-33.6211,Specialised Hospital,Western Cape,Cape Winelands District Municipality,Breede Valley Local Municipality,YES,TB and related services,,368,,,,,,,,,,http://doctors-hospitals-medical-cape-town-south-africa.blaauwberg.net/hospitals_clinics_state_hospitals/state_public_hospitals_clinics_western_cape_south_africa/tb_hospital_brewelskloof_hospital_worcester_western_cape_south_africa,ZA-WC
766,Mediclinic Worcester Hospital,19.450696,-33.6442,Private Hospital,Western Cape,Cape Winelands District Municipality,Breede Valley Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,187,,65,,,,5,,,,https://www.mediclinic.co.za/en/worcester/home.html,ZA-WC
767,Pines Clinic Hospital,19.44804,-33.6403,Private Hospital,Western Cape,Cape Winelands District Municipality,Breede Valley Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.lifepathgroup.co.za/pines-clinic/,ZA-WC
768,Regina Centre,19.445,-33.643,Specialised Hospital,Western Cape,Cape Winelands District Municipality,Breede Valley Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-WC
769,Worcester Hospice,19.455455,-33.611946,Specialised Hospital,Western Cape,Cape Winelands District Municipality,Breede Valley Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,,ZA-WC
770,Worcester Hospital,19.458072,-33.6444,Regional Hospital,Western Cape,Cape Winelands District Municipality,Breede Valley Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,269,,48,48,,6,6,,,,,ZA-WC
771,Drakenstein Hospital,18.96904,-33.7188,Private Hospital,Western Cape,Cape Winelands District Municipality,Drakenstein Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-WC
772,Mediclinic Paarl Hospital,18.969075,-33.7187,Private Hospital,Western Cape,Cape Winelands District Municipality,Drakenstein Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,143,,37,,,,5,,,,https://www.mediclinic.co.za/en/paarl/home.html,ZA-WC
773,Drakenstein Palliative Hospice,18.96864,-33.729271,Specialised Hospital,Western Cape,Cape Winelands District Municipality,Drakenstein Local Municipality,,Services for this public hospital could not be found at the time of recording this data.,,,,,,,,,,,,https://www.drakensteinhospice.org.za/,ZA-WC
774,Paarl Hospital,18.97028,-33.7263,Regional Hospital,Western Cape,Cape Winelands District Municipality,Drakenstein Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,301,,72,72,,5,5,,,,,ZA-WC
775,Groenleegte care cure Paarl,18.964269,-33.709891,Specialised Hospital,Western Cape,Cape Winelands District Municipality,Drakenstein Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,21,,11,,,,3,,,,https://www.medpages.info/sf/index.php?page=organisation&orgcode=186384,ZA-WC
776,Montagu Hospital,20.12333,-33.7977,District Hospital,Western Cape,Cape Winelands District Municipality,Langeberg Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,40,,10,10,,3,1,,,,,ZA-WC
777,Mooimed hospital,27.096472,-26.700242,Private Hospital,North West,Dr Kenneth Kaunda District Municipality,JB Marks Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,35,,13,,,,2,,,,https://www.mooimed.com/,ZA-NW
778,Robertson Hospital,19.89133,-33.8016,District Hospital,Western Cape,Cape Winelands District Municipality,Langeberg Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,46,,12,12,,4,1,,,,,ZA-WC
779,Mediclinic Stellenbosch Hospital,18.850752,-33.9443,Private Hospital,Western Cape,Cape Winelands District Municipality,Stellenbosch Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,114,,47,,,,4,,,,https://www.mediclinic.co.za/en/stellenbosch/home.html,ZA-WC
780,Stellenbosch Hospital,18.87028,-33.9305,District Hospital,Western Cape,Cape Winelands District Municipality,Stellenbosch Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,85,,14,14,,8,2,,,,,ZA-WC
781,Ceres Hospital,19.30083,-33.363,District Hospital,Western Cape,Cape Winelands District Municipality,Witzenberg Local Municipality,YES,Services for this public hospital could not be found at the time of recording this data.,,86,,0,0,,1,1,,,,,ZA-WC
782,Netcare Ceres Hospital,19.3094,-33.3607,Private Hospital,Western Cape,Cape Winelands District Municipality,Witzenberg Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,28,,6,,,,1,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Ceres-Hospital,ZA-WC
